country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
Seychelles,SYC,1/16/2021,7000,7000,,3000,1000,7.12,7.12,,10169,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,1/16/2021,,,,,4864,,,,831,Pfizer/BioNTech
Slovakia,SVK,1/16/2021,63399,63399,,1362,5870,1.16,1.16,,1075,Pfizer/BioNTech
Slovenia,SVN,1/16/2021,47708,47708,,324,2669,2.29,2.29,,1284,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/16/2021,,,,,70181,,,,1501,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/16/2021,,,,,9410,,,,932,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/16/2021,,,,,4657,,,,538,"Moderna, Pfizer/BioNTech"
Turkey,TUR,1/16/2021,676903,,,60251,225634,0.8,,,2675,Sinovac
Turks and Caicos Islands,TCA,1/16/2021,,,,,222,,,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,1/16/2021,1797926,,,131939,111082,18.18,,,11231,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,1/16/2021,4286830,3837094,449736,280390,255941,6.31,5.65,0.66,3770,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/16/2021,,,,,811670,,,,2427,"Moderna, Pfizer/BioNTech"
Wales,,1/16/2021,,,,,8922,,,,2830,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,1/17/2021,405,405,,36,58,0.01,0.01,,20,Pfizer/BioNTech
Argentina,ARG,1/17/2021,,,,,12624,,,,279,Sputnik V
Austria,AUT,1/17/2021,82005,55450,,5939,8678,0.91,0.62,,964,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Azerbaijan,AZE,1/17/2021,0,0,,,,0,0,,,"Oxford/AstraZeneca, Sputnik V"
Bahrain,BHR,1/17/2021,141563,141563,,4404,7473,8.32,8.32,,4392,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/17/2021,122170,122170,,3208,13582,1.05,1.05,,1172,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/17/2021,,,,,264,,,,4239,Pfizer/BioNTech
Brazil,BRA,1/17/2021,112,112,,112,112,0,0,,1,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/17/2021,18453,18453,,121,662,0.27,0.27,,95,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/17/2021,,,,,18415,,,,488,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/17/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/17/2021,22166,13802,8364,0,1638,0.12,0.07,0.04,86,"Pfizer/BioNTech, Sinovac"
China,CHN,1/17/2021,,,,,515306,,,,358,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/17/2021,,,,,1973,,,,387,Pfizer/BioNTech
Croatia,HRV,1/17/2021,,,,,2510,,,,611,Pfizer/BioNTech
Cyprus,CYP,1/17/2021,,,,,891,,,,1017,Pfizer/BioNTech
Czechia,CZE,1/17/2021,121571,120947,624,3068,10271,1.14,1.13,0.01,959,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/17/2021,171738,171009,729,3251,7830,2.96,2.95,0.01,1352,"Moderna, Pfizer/BioNTech"
England,,1/17/2021,3947442,3520056,427386,155848,230525,7.01,6.25,0.76,4096,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/17/2021,18179,,,220,1061,1.37,,,800,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/17/2021,,,,,5369,,,,969,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/17/2021,391910,391910,,9584,42897,0.58,0.58,,632,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/17/2021,1188518,1173954,14564,44532,77150,1.42,1.4,0.02,921,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,1/17/2021,5847,5847,,0,775,17.35,17.35,,23003,Pfizer/BioNTech
Greece,GRC,1/17/2021,,,,,5500,,,,528,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,1/17/2021,123188,,,3244,7455,1.28,,,772,Pfizer/BioNTech
Iceland,ISL,1/17/2021,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,1/17/2021,224301,,,33120,112150,0.02,,,81,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,1/17/2021,,,,,13200,,,,48,Sinovac
Ireland,IRL,1/17/2021,94000,,,,7714,1.9,,,1562,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/17/2021,2545408,2213494,331914,152439,86715,29.41,25.57,3.83,10018,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/17/2021,1205164,1202366,2798,36090,76442,1.99,1.99,0,1264,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/17/2021,,,,,1121,,,,262,Pfizer/BioNTech
Latvia,LVA,1/17/2021,,15949,,,,,0.85,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,1/17/2021,52052,50963,1089,1131,4079,1.91,1.87,0.04,1498,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/17/2021,3755,3755,,,268,0.6,0.6,,428,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,MLT,1/17/2021,11705,11705,,,,2.65,2.65,,,Pfizer/BioNTech
Mexico,MEX,1/17/2021,472142,468708,3434,8896,55835,0.37,0.36,0,433,Pfizer/BioNTech
Monaco,MCO,1/17/2021,,,,,126,,,,3211,Pfizer/BioNTech
Netherlands,NLD,1/17/2021,77000,,,,6143,0.45,,,359,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Cyprus,OWID_NCY,1/17/2021,,,,,994,,,,2601,"Pfizer/BioNTech, Sinovac"
Northern Ireland,,1/17/2021,146733,125717,21016,6172,7826,7.75,6.64,1.11,4133,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/17/2021,51418,51413,5,345,4053,0.95,0.95,0,748,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/17/2021,25446,24773,673,673,1363,0.5,0.49,0.01,267,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,1/17/2021,469466,468795,671,12163,38059,1.24,1.24,0,1006,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/17/2021,,,,,8000,,,,785,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/17/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/17/2021,205060,204185,875,8970,13824,1.07,1.06,0,719,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/17/2021,,,,,66976,,,,459,Sputnik V
Saudi Arabia,SAU,1/17/2021,295530,,,,18187,0.85,,,522,Pfizer/BioNTech
Scotland,,1/17/2021,268689,264991,3698,,14651,4.92,4.85,0.07,2682,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,1/17/2021,,,,,3153,,,,463,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,1/17/2021,,,,,1118,,,,11369,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,1/17/2021,,,,,4950,,,,846,Pfizer/BioNTech
Slovakia,SVK,1/17/2021,63453,63453,,54,5442,1.16,1.16,,997,Pfizer/BioNTech
Slovenia,SVN,1/17/2021,47712,47712,,4,2669,2.3,2.3,,1284,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/17/2021,,,,,70223,,,,1502,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/17/2021,118612,118490,122,,10191,1.17,1.17,0,1009,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/17/2021,,,,,5486,,,,634,"Moderna, Pfizer/BioNTech"
Turkey,TUR,1/17/2021,706451,,,29548,176613,0.84,,,2094,Sinovac
Turks and Caicos Islands,TCA,1/17/2021,,,,,222,,,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,1/17/2021,1882778,,,84852,113744,19.04,,,11500,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,1/17/2021,4514802,4062501,452301,227972,262404,6.65,5.98,0.67,3865,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/17/2021,,,,,824632,,,,2466,"Moderna, Pfizer/BioNTech"
Wales,,1/17/2021,151938,151737,201,,9403,4.82,4.81,0.01,2982,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,1/18/2021,447,447,,42,55,0.02,0.02,,19,Pfizer/BioNTech
Argentina,ARG,1/18/2021,,,,,12278,,,,272,Sputnik V
Austria,AUT,1/18/2021,88973,60708,304,6968,9673,0.99,0.67,0,1074,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Azerbaijan,AZE,1/18/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V"
Bahrain,BHR,1/18/2021,142831,142831,,1268,7176,8.39,8.39,,4217,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/18/2021,132767,132658,109,10597,14317,1.15,1.14,0,1235,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/18/2021,,,,,250,,,,4015,Pfizer/BioNTech
Brazil,BRA,1/18/2021,1109,1109,,997,554,0,0,,3,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/18/2021,19638,18524,1114,1185,782,0.28,0.27,0.02,113,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/18/2021,422864,,,,22255,1.12,,,590,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/18/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/18/2021,33209,24845,8364,11043,3215,0.17,0.13,0.04,168,"Pfizer/BioNTech, Sinovac"
China,CHN,1/18/2021,,,,,581633,,,,404,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/18/2021,29389,29257,132,,1880,0.58,0.57,0,369,Pfizer/BioNTech
Croatia,HRV,1/18/2021,,,,,2747,,,,669,Pfizer/BioNTech
Cyprus,CYP,1/18/2021,,,,,917,,,,1047,Pfizer/BioNTech
Czechia,CZE,1/18/2021,135744,133343,2401,14173,10900,1.27,1.25,0.02,1018,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/18/2021,177768,174892,2876,6030,8598,3.07,3.02,0.05,1484,"Moderna, Pfizer/BioNTech"
England,,1/18/2021,4118342,3687206,431136,170900,234877,7.32,6.55,0.77,4173,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/18/2021,18275,,,96,1043,1.38,,,786,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/18/2021,54568,,,,5767,0.98,,,1041,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/18/2021,468073,468073,,76163,48952,0.69,0.69,,722,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/18/2021,1262857,1231867,30990,74339,78394,1.51,1.47,0.04,936,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,1/18/2021,6435,6435,,588,713,19.1,19.1,,21163,Pfizer/BioNTech
Greece,GRC,1/18/2021,85898,85475,423,,5122,0.82,0.82,0,491,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,1/18/2021,131332,129689,1643,8144,7536,1.36,1.34,0.02,780,Pfizer/BioNTech
Iceland,ISL,1/18/2021,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,1/18/2021,454049,,,229748,151350,0.03,,,110,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,1/18/2021,,,,,13200,,,,48,Sinovac
Ireland,IRL,1/18/2021,,,,,7267,,,,1472,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/18/2021,2734537,2283422,451115,189129,108025,31.59,26.38,5.21,12480,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/18/2021,1246916,1239716,7200,41752,70897,2.06,2.05,0.01,1173,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/18/2021,,,,,1121,,,,262,Pfizer/BioNTech
Latvia,LVA,1/18/2021,16793,16222,571,,,0.89,0.86,0.03,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,1/18/2021,56549,53789,2760,4497,4406,2.08,1.98,0.1,1618,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/18/2021,4569,4569,,814,375,0.73,0.73,,599,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,MLT,1/18/2021,13002,13002,,1297,1297,2.94,2.94,,2937,Pfizer/BioNTech
Mexico,MEX,1/18/2021,492529,485983,6546,20387,57924,0.38,0.38,0.01,449,Pfizer/BioNTech
Monaco,MCO,1/18/2021,2400,,,,126,6.12,,,3211,Pfizer/BioNTech
Netherlands,NLD,1/18/2021,,,,,7024,,,,410,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Cyprus,OWID_NCY,1/18/2021,,,,,994,,,,2601,"Pfizer/BioNTech, Sinovac"
Northern Ireland,,1/18/2021,154436,132857,21579,7703,7852,8.16,7.02,1.14,4146,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/18/2021,52980,52692,288,1562,4227,0.98,0.97,0.01,780,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/18/2021,26758,24773,1985,1312,1210,0.52,0.49,0.04,237,"Oxford/AstraZeneca, Pfizer/BioNTech"
Poland,POL,1/18/2021,495164,491696,3468,25698,33904,1.31,1.3,0.01,896,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/18/2021,,,,,9429,,,,925,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/18/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/18/2021,235239,233288,1951,30179,15721,1.22,1.21,0.01,817,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/18/2021,,,,,79174,,,,543,Sputnik V
Saudi Arabia,SAU,1/18/2021,,,,,17886,,,,514,Pfizer/BioNTech
Scotland,,1/18/2021,288468,284582,3886,19779,15667,5.28,5.21,0.07,2868,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,1/18/2021,,,,,3468,,,,510,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,1/18/2021,,,,,1236,,,,12569,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,1/18/2021,,,,,5011,,,,857,Pfizer/BioNTech
Slovakia,SVK,1/18/2021,72256,71674,582,8803,6121,1.32,1.31,0.01,1121,Pfizer/BioNTech
Slovenia,SVN,1/18/2021,47939,47774,165,227,2632,2.31,2.3,0.01,1266,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/18/2021,897942,895627,2315,,70264,1.92,1.92,0,1503,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/18/2021,,,,,10953,,,,1085,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/18/2021,,,,,6314,,,,730,"Moderna, Pfizer/BioNTech"
Turkey,TUR,1/18/2021,832412,,,125961,166482,0.99,,,1974,Sinovac
Turks and Caicos Islands,TCA,1/18/2021,,,,,222,,,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,1/18/2021,1971521,,,88743,114896,19.93,,,11617,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,1/18/2021,4723443,4266577,456866,208641,268518,6.96,6.28,0.67,3955,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/18/2021,,,,,837595,,,,2504,"Moderna, Pfizer/BioNTech"
Wales,,1/18/2021,162197,161932,265,10259,10123,5.14,5.14,0.01,3211,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,1/19/2021,483,483,,36,51,0.02,0.02,,18,Pfizer/BioNTech
Argentina,ARG,1/19/2021,,,,,11932,,,,264,Sputnik V
Austria,AUT,1/19/2021,97389,70474,1034,8416,10876,1.08,0.78,0.01,1208,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Azerbaijan,AZE,1/19/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V"
Bahrain,BHR,1/19/2021,143596,143596,,765,6546,8.44,8.44,,3847,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/19/2021,151570,151280,290,18803,14800,1.31,1.31,0,1277,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/19/2021,,,,,236,,,,3790,Pfizer/BioNTech
Brazil,BRA,1/19/2021,11470,11470,,10361,3823,0.01,0.01,,18,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/19/2021,22226,19058,3168,2588,921,0.32,0.27,0.05,133,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/19/2021,459780,,,36916,27529,1.22,,,729,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/19/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/19/2021,52512,44146,8366,19303,5973,0.27,0.23,0.04,312,"Pfizer/BioNTech, Sinovac"
China,CHN,1/19/2021,,,,,647959,,,,450,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/19/2021,,,,,1955,,,,384,Pfizer/BioNTech
Croatia,HRV,1/19/2021,54304,54304,,,2984,1.32,1.32,,727,Pfizer/BioNTech
Cyprus,CYP,1/19/2021,,,,,943,,,,1077,Pfizer/BioNTech
Czechia,CZE,1/19/2021,150681,145592,5089,14937,11124,1.41,1.36,0.05,1039,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/19/2021,182353,177372,4981,4585,9187,3.15,3.06,0.09,1586,"Moderna, Pfizer/BioNTech"
England,,1/19/2021,4419704,3985579,434125,301362,251122,7.85,7.08,0.77,4461,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/19/2021,19315,,,1040,1060,1.46,,,799,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/19/2021,55824,,,1256,5458,1.01,,,985,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/19/2021,585735,585735,,117662,58088,0.86,0.86,,856,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/19/2021,1357027,1299054,57973,94170,80124,1.62,1.55,0.07,956,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,1/19/2021,7017,7017,,582,645,20.83,20.83,,19145,Pfizer/BioNTech
Greece,GRC,1/19/2021,94454,93382,1072,8556,5426,0.91,0.9,0.01,521,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Hungary,HUN,1/19/2021,133257,130318,2939,1925,6618,1.38,1.35,0.03,685,Pfizer/BioNTech
Iceland,ISL,1/19/2021,,,,,63,,,,185,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
India,IND,1/19/2021,674835,,,220786,168709,0.05,,,122,"Covaxin, Oxford/AstraZeneca"
Indonesia,IDN,1/19/2021,,,,,13200,,,,48,Sinovac
Ireland,IRL,1/19/2021,,,,,6819,,,,1381,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Israel,ISR,1/19/2021,2944143,2356748,587395,209606,129468,34.01,27.23,6.79,14958,"Moderna, Pfizer/BioNTech"
Italy,ITA,1/19/2021,1278722,1269828,8894,31806,63862,2.11,2.1,0.01,1056,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Kuwait,KWT,1/19/2021,,,,,1121,,,,262,Pfizer/BioNTech
Latvia,LVA,1/19/2021,17669,16294,1375,876,125,0.94,0.86,0.07,66,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Lithuania,LTU,1/19/2021,62820,56153,6667,6271,5004,2.31,2.06,0.24,1838,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Luxembourg,LUX,1/19/2021,5294,5294,,725,417,0.85,0.85,,666,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Malta,MLT,1/19/2021,14276,14276,,1274,1286,3.23,3.23,,2913,Pfizer/BioNTech
Mexico,MEX,1/19/2021,498122,488513,9609,5593,57892,0.39,0.38,0.01,449,Pfizer/BioNTech
Netherlands,NLD,1/19/2021,,,,,6762,,,,395,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Northern Cyprus,OWID_NCY,1/19/2021,4968,,,,994,1.3,,,2601,"Pfizer/BioNTech, Sinovac"
Northern Ireland,,1/19/2021,160396,138436,21960,5960,7306,8.47,7.31,1.16,3858,"Oxford/AstraZeneca, Pfizer/BioNTech"
Norway,NOR,1/19/2021,58299,57244,1055,5319,4378,1.08,1.06,0.02,808,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Oman,OMN,1/19/2021,28049,24773,3276,1291,1057,0.55,0.49,0.06,207,"Oxford/AstraZeneca, Pfizer/BioNTech"
Panama,PAN,1/19/2021,0,,,,,0,,,,Pfizer/BioNTech
Poland,POL,1/19/2021,541229,530055,11174,46065,33087,1.43,1.4,0.03,874,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Portugal,PRT,1/19/2021,,,,,10857,,,,1065,"Moderna, Pfizer/BioNTech"
Qatar,QAT,1/19/2021,,,,,1351,,,,469,Pfizer/BioNTech
Romania,ROU,1/19/2021,270046,267424,2622,34807,18514,1.4,1.39,0.01,962,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Russia,RUS,1/19/2021,,,,,91373,,,,626,Sputnik V
Saudi Arabia,SAU,1/19/2021,,,,,16240,,,,466,Pfizer/BioNTech
Scotland,,1/19/2021,314079,309909,4170,25611,17018,5.75,5.67,0.08,3115,"Oxford/AstraZeneca, Pfizer/BioNTech"
Serbia,SRB,1/19/2021,,,,,3783,,,,556,"Pfizer/BioNTech, Sinopharm/Beijing, Sputnik V"
Seychelles,SYC,1/19/2021,10976,10976,,,1354,11.16,11.16,,13769,"Oxford/AstraZeneca, Sinopharm/Beijing"
Singapore,SGP,1/19/2021,,,,,5380,,,,920,Pfizer/BioNTech
Slovakia,SVK,1/19/2021,80172,79129,1043,7916,5742,1.47,1.45,0.02,1052,Pfizer/BioNTech
Slovenia,SVN,1/19/2021,50104,48324,1780,2165,2686,2.41,2.32,0.09,1292,"Oxford/AstraZeneca, Pfizer/BioNTech"
Spain,ESP,1/19/2021,966097,956756,9341,68155,68282,2.07,2.05,0.02,1460,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Sweden,SWE,1/19/2021,,,,,11714,,,,1160,"Oxford/AstraZeneca, Pfizer/BioNTech"
Switzerland,CHE,1/19/2021,110000,,,,7143,1.27,,,825,"Moderna, Pfizer/BioNTech"
Turkey,TUR,1/19/2021,950635,,,118223,158439,1.13,,,1879,Sinovac
Turks and Caicos Islands,TCA,1/19/2021,,,,,222,,,,5734,Pfizer/BioNTech
United Arab Emirates,ARE,1/19/2021,2065367,,,93846,112816,20.88,,,11407,"Oxford/AstraZeneca, Pfizer/BioNTech, Sinopharm/Beijing, Sinopharm/Wuhan, Sputnik V"
United Kingdom,GBR,1/19/2021,5070365,4609740,460625,346922,286118,7.47,6.79,0.68,4215,"Oxford/AstraZeneca, Pfizer/BioNTech"
United States,USA,1/19/2021,15707588,13595803,2023124,,911493,4.7,4.07,0.6,2725,"Moderna, Pfizer/BioNTech"
Wales,,1/19/2021,176186,175816,370,13989,10672,5.59,5.58,0.01,3385,"Oxford/AstraZeneca, Pfizer/BioNTech"
Albania,ALB,1/20/2021,519,519,,36,47,0.02,0.02,,16,Pfizer/BioNTech
Argentina,ARG,1/20/2021,247933,243539,4394,,11586,0.55,0.54,0.01,256,Sputnik V
Austria,AUT,1/20/2021,127354,86888,2007,29965,15156,1.41,0.96,0.02,1683,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Azerbaijan,AZE,1/20/2021,,,,,3250,,,,321,"Oxford/AstraZeneca, Sputnik V"
Bahrain,BHR,1/20/2021,144130,144130,,534,6110,8.47,8.47,,3591,"Pfizer/BioNTech, Sinopharm/Beijing"
Belgium,BEL,1/20/2021,172007,171295,712,20437,14774,1.48,1.48,0.01,1275,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Bermuda,BMU,1/20/2021,,,,,222,,,,3565,Pfizer/BioNTech
Brazil,BRA,1/20/2021,28543,28543,,17073,7136,0.01,0.01,,34,"Oxford/AstraZeneca, Sinovac"
Bulgaria,BGR,1/20/2021,24127,19834,4293,1901,1013,0.35,0.29,0.06,146,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Canada,CAN,1/20/2021,485739,,,25959,28179,1.29,,,747,"Moderna, Pfizer/BioNTech"
Cayman Islands,CYM,1/20/2021,,,,,275,,,,4184,Pfizer/BioNTech
Chile,CHL,1/20/2021,61763,53397,8366,9251,7147,0.32,0.28,0.04,374,"Pfizer/BioNTech, Sinovac"
China,CHN,1/20/2021,15000000,,,,714286,1.04,,,496,"Sinopharm/Beijing, Sinopharm/Wuhan, Sinovac"
Costa Rica,CRI,1/20/2021,,,,,2029,,,,398,Pfizer/BioNTech
Croatia,HRV,1/20/2021,,,,,3329,,,,811,Pfizer/BioNTech
Cyprus,CYP,1/20/2021,,,,,969,,,,1106,Pfizer/BioNTech
Czechia,CZE,1/20/2021,166424,158721,7703,15743,11449,1.55,1.48,0.07,1069,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Denmark,DNK,1/20/2021,185760,178881,6879,3407,7856,3.21,3.09,0.12,1356,"Moderna, Pfizer/BioNTech"
England,,1/20/2021,4740578,4303730,436848,320874,261507,8.42,7.65,0.78,4646,"Oxford/AstraZeneca, Pfizer/BioNTech"
Estonia,EST,1/20/2021,20478,,,1163,1000,1.54,,,754,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Finland,FIN,1/20/2021,62061,,,6237,5562,1.12,,,1004,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
France,FRA,1/20/2021,708973,708973,,123238,67598,1.05,1.05,,997,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Germany,DEU,1/20/2021,1484867,1376491,108376,127840,84328,1.77,1.64,0.13,1006,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
Gibraltar,GIB,1/20/2021,7017,7017,,0,520,20.83,20.83,,15434,Pfizer/BioNTech
